Precio(€),Nombre,Procesador,Ranking Procesador,RAM (GB),Disco duro,Pantalla,Gráfica
1190.04,HP OMEN 15-DH0015NS,Intel Core i7-9750H,229,32 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1499.0,HP OMEN 17-AN100NS,Intel Core i7-8750H,274,16 GB,1TB+16GB SSD,"17.3""",GTX 1070
1289.0,HP OMEN 17-AN104NS,Intel Core i7-8750H,274,16 GB,1TB+256 GB SSD,"17.3""",GTX 1050
1599.0,HP OMEN 17-AN113NS,Intel Core i7-8750H,274,16 GB,1TB+256 GB SSD,"17.3""",GTX 1070
1499.0,HP OMEN 17-CB0003NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"17.3""",GTX 1660Ti
1383.79,HP OMEN 17-CB0004NS,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3"" Reacondicionado",RTX 2060
2172.29,HP Omen X 15-DG0000NS,Intel Core i7 9750H,"[[229, 'Intel Core i7-9750H'], [206, 'Intel Core i7-9750HF']]",32 GB,1TB SSD,"15.6"" Táctil Reacondicionado",RTX 2070
3698.99,HP Omen X 15-DG0001NS,Intel Core i9 9880H,"[[172, 'Intel Core i9-9880H'], [130, 'Intel Core i9-9980HK']]",32 GB,2TB SSD,"15.6"" Táctil",RTX 2080
759.0,HP Pavilion 14-CE0002NS,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",MX130
849.0,HP Pavilion 14-CE0014NS,Intel Core i7-8550U,590,8 GB,256GB SSD,"14""",MX150
654.79,HP Pavilion 14-CE2008NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"14"" Reacondicionado",MX250
769.0,HP Pavilion 14-CE2014NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",MX130
698.99,HP Pavilion 14-CE2015NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
831.59,HP Pavilion 14-CE3006NS,Intel Core i7-1065G7,312,16 GB,512GB SSD,"14"" Reacondicionado",MX250
599.0,HP Pavilion 15-AY146NS,Intel Core i7-7500U,937,8 GB,1TB,"15.6""",
599.0,HP Pavilion 15-BC400NS,Intel Core i5-8250U,572,8 GB,1TB,"15.6""",GTX 1050M
494.44,HP Pavilion 15-BC400NS,Intel Core i5-8250U,572,8 GB,1TB,"15.6"" Reacondicionado",GTX 1050M
653.59,HP Pavilion 15-BC401NS,Intel Core i5-8250U,572,8 GB,1TB,"15.6""",GTX 1050
799.0,HP Pavilion 15-BC410NS,Intel Core i7-8750H,274,8 GB,1TB+128GB SSD,"15.6""",GTX 1050Ti
659.0,HP Pavilion 15-BC416NS,Intel Core i5-8300H,414,8 GB,1TB+128GB SSD,"15.6"" Negro",GTX1050
576.94,HP Pavilion 15-BC450NS,Intel Core i5-8300H,414,8 GB,1TB+128GB SSD,"15.6"" Reacondicionado",GTX 1050
759.0,HP Pavilion 15-BC451NS,Intel Core i7-8750H,274,8 GB,1TB+128GB SSD,"15.6""",GTX 1050
669.0,HP Pavilion 15-BC500NS,Intel Core i5-9300H,376,8 GB,1TB+128GB SSD,"15.6""",GTX 1050
898.99,HP Pavilion 15-BC512NS,Intel Core i5-9300H,376,16 GB,1TB+128GB SSD,"15.6""",GTX 1650
949.0,HP Pavilion 15-BC514NS,Intel Core i7-9750H,229,16 GB,1TB+128GB SSD,"15.6""",GTX 1650
544.29,HP Pavilion 15-BC519NS,Intel Core i5-9300H,376,8 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1050
844.94,HP Pavilion 15-BC520NS,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"15.6"" Reacondicionado",GTX 1650
749.0,HP Pavilion 15-BC523NS,Intel Core i5-9300H,376,16 GB,512GB SSD,"15.6""",GTX 1050
664.84,HP Pavilion 15-BC523NS,Intel Core i5-9300H,376,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1050
769.0,HP Pavilion 15-CS0003NS,Intel Core i5-8250U,572,12 GB,256GB SSD,"15.6""",MX 130
919.0,HP Pavilion 15-CS005NS,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",MX 150
849.0,HP Pavilion 15-CS2001NS,Intel Core i5-8265U,548,12 GB,256GB SSD,"15.6""",MX130
622.29,HP Pavilion 15-CS2001NS,Intel Core i5-8265U,548,12 GB,256GB SSD,"15.6"" Reacondicionado",MX130
618.19,HP Pavilion 15-CS2003NS,Intel Core i5-8265U,548,12 GB,256GB SSD,"15.6"" Reacondicionado",MX130
1149.0,HP Pavilion 15-CS2011NS,Intel Core i7-8565U,508,12 GB,256GB SSD,"15.6""",GTX1050
885.64,HP Pavilion 15-CS2011NS,Intel Core i7-8565U,508,12 GB,256GB SSD,"15.6"" Reacondicionado",GTX1050
769.0,HP Pavilion 15-CS2022NS,Intel Core i5-8265U,548,8 GB,512GB SSD,"15.6""",GTX 1050
637.54,HP Pavilion 15-CS3003NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1050
909.0,HP Pavilion 15-CS3014NS,Intel Core i7-1065G7,312,16 GB,1TB SSD,"15.6""",MX250
1199.0,HP Pavilion 15-CX0006NS,Intel Core i7-8750H,274,12 GB,1TB,"15.6""",GTX 1050
831.74,HP Pavilion 15-CX0006NS,Intel Core i7-8750H,274,12 GB,1TB,"15.6"" Reacondicionado",GTX 1050
792.59,HP Pavilion 15-CX0052NS,Intel Core i7-8750H,274,8 GB,1TB+128GB SSD,"15.6""",GTX 1050
492.0,HP Pavilion G6-2009SS,Intel i3-2350M,"[[1639, 'Intel Core i3-2350M'], [1758, 'Intel Core i3-350M']]",6 GB,500GB,"15.6""",HD 7670
673.34,HP Pavilion Gaming 15-CX0000NS,Intel Core i7-8750H,274,8 GB,1TB,"15.6"" Reacondicionado",GTX 1050Ti
859.0,HP Pavilion Gaming 15-CX0001NS,Intel Core i5-8300H,414,8 GB,256GB SSD,"15.6""",GTX 1050
799.0,HP Pavilion Gaming 15-CX0002NS,Intel Core i5-8300H,414,8 GB,256GB SSD,"15.6""",GTX 1050
680.04,HP Pavilion Gaming 15-CX0002NS,Intel Core i5-8300H,414,8 GB,256GB SSD,"15.6"" Reacondicionado",GTX 1050
849.0,HP Pavilion Gaming 15-CX0020NS,Intel Core i5-8300H,414,8 GB,1TB+256GB SSD,"15.6""",GTX 1050
719.04,HP Pavilion Gaming 15-CX0021NS,Intel Core i5-8300H,414,8 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX 1060
769.0,HP Pavilion Gaming 15-CX0053NS,Intel Core i5-8300H,414,8 GB,1TB,"15.6""",GTX 1050Ti
1007.84,HP Pavilion Gaming 15-DK0004NS,Intel Core i7-9750H,229,8 GB,1TB+512GB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1129.0,HP Pavilion Gaming 15-DK0012NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",GTX 1650
699.0,HP Pavilion Gaming 15-DK0020NS,Intel Core i5-9300H,376,16 GB,512GB SSD,"15.6""",GTX 1050
840.74,HP Pavilion Gaming 15-DK0021NS,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1650
1149.0,HP Pavilion Gaming 15-DK0022NS,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6""",GTX 1650
1064.99,HP Pavilion Gaming 15-DK0022NS,Intel Core i7-9750H,229,32 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1650
599.0,HP Pavilion Gaming 15-EC0000NS,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"15.6""",GTX1050
546.34,HP Pavilion Gaming 15-EC0000NS,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"15.6"" Reacondicionado",GTX1050
787.59,HP Pavilion Gaming 15-EC0001NS,AMD Ryzen 7 3750H,351,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1650
599.0,HP Pavilion Gaming 15-EC0005NS,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"15.6""",GTX1050
599.0,HP Pavilion Gaming 15-EC0006NS,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"15.6""",GTX1050
547.49,HP Pavilion Gaming 15-EC0006NS,AMD Ryzen 5 3550H,374,8 GB,512GB SSD,"15.6"" Reacondicionado",GTX1050
549.0,HP Pavilion Gaming 15-EC0007NS,AMD Ryzen 5 3550H,374,8 GB,256GB SSD,"15.6""",GTX1050
470.24,HP Pavilion Gaming 15-EC0007NS,AMD Ryzen 5 3550H,374,8 GB,256GB SSD,"15.6"" Reacondicionado",GTX1050
1249.0,HP Pavilion Gaming 17-CD0006NS,Intel Core i7-9750H,229,32 GB,1TB+512GB SSD,"17.3""",GTX 1650
1171.19,HP Pavilion Gaming 17-CD0006NS,Intel Core i7-9750H,229,32 GB,1TB+512GB SSD,"17.3"" Reacondicionado",GTX 1650
649.0,HP Pavilion Notebook 15-cs2000ns,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
595.89,HP Pavilion Notebook 15-cs2000ns,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6"" Reacondicionado",
698.99,HP Pavilion x360 14-DH0000NS,Intel Core i3-8145U,912,8 GB,256GB SSD,"14"" Táctil",
769.0,HP Pavilion x360 14-DH0003NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"14"" Táctil",
949.0,HP Pavilion x360 14-DH0006NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"14"" Táctil",MX250
659.09,HP Pavilion x360 14-DH1012NS,Intel Core i5-10210U,513,8 GB,512GB SSD,"14"" Táctil Reacondicionado",
898.99,HP ProBook 430 G5,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3""",
700.59,HP ProBook 440 G5,Intel Core i5-8250,"[[572, 'Intel Core i5-8250U'], [304, 'Intel Core i5-8500']]",4 GB,500GB,"14""",
1301.58,HP ProBook 470 G5,Intel Core i7-8550U,590,16 GB,512GB SSD,"17.3""",930MX
362.59,HP ProBook x360 11 G1 EE,Intel Celeron N3350,1663,4 GB,128GB SSD,"11.6"" Táctil",
1033.44,HP Spectre x360 13-AP0003NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"13.3"" Táctil Reacondicionado",
617.89,Huawei MateBook D 15,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"15.6"" Reacondicionado",
1399.0,Huawei MateBook E,Intel Core i5-7Y54,1098,8 GB,256GB SSD,"12""",
750.94,Huawei MateBook E,Intel Core i5-7Y54,1098,8 GB,256GB SSD,"12"" Reacondicionado",
175.0,Innjoo LeapBook A100,Intel Atom x5 Z8350,"[[1775, 'Intel Atom x5-Z8350'], [1670, 'Intel Atom x5-Z8550']]",2 GB,32GB eMMC,"14.1"" Rojo",
189.99,Innjoo LeapBook A100 Pro,Intel Atom x5-Z8350,1775,4 GB,32GB eMMC+32GB MicroSD,"14.1""",
179.99,Innjoo LeapBook A100 Pro,Intel Atom x5-Z8350,1775,4 GB,32GB eMMC,"14.1""",
468.58,Lenovo Essential V110-15IKB,Intel Core i5-7200U,991,4 GB,500GB,"15.6""",
419.0,Lenovo Ideapad 110-14ibr,Intel Celeron N3060,1923,4 GB,500GB,"14""",
479.0,Lenovo IdeaPad 110-15ISK,Intel Core i7-6500U,993,4 GB,500GB,"15.6""",
589.26,Lenovo IdeaPad 3 14IML05,Intel Core i5-10210U,513,8 GB,512GB SSD,14'' (PT),MX130
352.59,Lenovo Ideapad 320-15IKBN,Intel Core i3-7130U,868,4 GB,500GB,"15.6""",
669.0,Lenovo Ideapad 330,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",
999.0,Lenovo Ideapad 330,Intel Core i7-8750H,274,16 GB,1TB+256 SSD,"15.6""",GTX 1050
994.58,Lenovo Ideapad 330,Intel Core i7-8750H,274,8 GB,1TB,"15.6""",GTX 1050
376.14,Lenovo Ideapad 330-15ARR,AMD Ryzen 3 2200U,941,8 GB,256GB SSD,"15.6"" Reacondicionado",
475.24,Lenovo Ideapad 330-15ARR,AMD Ryzen 5 2500U,523,8 GB,256GB SSD,"15.6"" Reacondicionado",
237.04,Lenovo Ideapad 330-15AST,AMD A6-9225,1557,4 GB,128GB SSD,"15.6"" Reacondicionado",
999.0,Lenovo Ideapad 330-15ICH,Intel Core i5-8300H,414,8 GB,1TB+128GB SSD,"15.6""",GTX 1050
799.0,Lenovo Ideapad 330-15ICH,Intel Core i5-8300H,414,8 GB,1TB,"15.6""",GTX1050
683.89,Lenovo Ideapad 330-15ICH,Intel Core i7-8750H,274,8 GB,1TB,"15.6"" Reacondicionado",GTX1050
786.74,Lenovo Ideapad 330-15ICH,Intel Core i7-8750H,274,8 GB,1TB,"15.6"" Reacondicionado",GTX 1050
377.18,Lenovo IdeaPad 330-15IGM,Intel Celeron N4000,1531,4 GB,1TB,"15.6""",
299.0,Lenovo Ideapad 330-15IKB,Intel Core i3-6006U,1245,4 GB,128SSD,"15.6""",
295.14,Lenovo Ideapad 330-15IKB,Intel Core i3-6006U,1245,4 GB,128SSD,"15.6"" Reacondicionado",
489.0,Lenovo Ideapad 330-15IKB,Intel Core i3-6006U,1245,8 GB,1TB,"15.6""",
462.58,Lenovo Ideapad 330-15IKB,Intel Core i3-6006U,1245,8 GB,256GB SSD,"15.6""",
329.0,Lenovo Ideapad 330-15IKB,Intel Core i3-7020U,1167,4 GB,256GB SSD,"15.6""",
399.0,Lenovo Ideapad 330-15IKB,Intel Core i3-7020U,1167,4 GB,256GB SSD,"15.6"" Negro",
448.99,Lenovo Ideapad 330-15IKB,Intel Core i3-7020U,1167,8 GB,1TB,"15.6""",
499.0,Lenovo Ideapad 330-15IKB,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
343.04,Lenovo Ideapad 330-15IKB,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
489.0,Lenovo Ideapad 330-15IKB,Intel Core i5-8250U,572,4 GB,128GB SSD,"15.6""",
545.54,Lenovo Ideapad 330-15IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"15.6"" Reacondicionado",
579.0,Lenovo Ideapad 330-15IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",Radeon 530
599.0,Lenovo Ideapad 330-15IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"15.6""",
512.89,Lenovo Ideapad 330-15IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"15.6"" Reacondicionado",
769.0,Lenovo Ideapad 330-15IKB,Intel Core i7-8550U,590,8 GB,512GB SSD,"15.6""",
392.58,Lenovo Ideapad 330-15IKBR,Intel Core i5-8250U,572,4 GB,128SSD,"15.6""",
698.99,Lenovo Ideapad 330-15IKBR,Intel Core i7-8550U,590,8 GB,256SSD,"15.6""",
531.64,Lenovo Ideapad 330-15IKBR,Intel Core i7-8550U,590,8 GB,256SSD,"15.6"" Reacondicionado",
732.74,Lenovo Ideapad 330-17ICH,Intel Core i7-8750H,274,8 GB,1TB,"17.3"" Reacondicionado",GTX1050
614.99,Lenovo Ideapad 330S-14IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",
284.54,Lenovo Ideapad 330S-15AST,AMD A9-9425,1505,4 GB,128GB SSD,"15.6"" Reacondicionado",
649.0,Lenovo Ideapad 330S-15IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",
455.94,Lenovo Ideapad 330S-15IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6"" Reacondicionado",
555.14,Lenovo Ideapad 330S-15IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"15.6"" Reacondicionado",
639.0,Lenovo Ideapad 500-15ISK,Intel Core i5-6200U,1058,8 GB,2TB,"15.6""",R7 M360
898.99,Lenovo Ideapad 530S-14IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"14""",
639.74,Lenovo Ideapad 530S-14IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"14""  Reacondicionado",
649.0,Lenovo Ideapad 530S-14IKB,Intel Core i7-8550U,590,8 GB,512 SSD,"14"" Gris",
923.89,Lenovo Ideapad 530S-15IKB,Intel Core i7-8550U,590,16 GB,512 SSD,"15.6"" Reacondicionado",MX150
639.69,Lenovo ideapad 720S-13IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3"" Gris Reacondicionado",
999.0,Lenovo Ideapad 720S-13IKB,Intel Core i7-7500U,937,8 GB,512GB SSD,"13.3"" Gris Metálico",
861.34,Lenovo IdeaPad C340-14IML,Intel Core i7-10510U,438,8 GB,512GB SSD,"14"" Táctil Reacondicionado",
1098.99,Lenovo ideapad L340-15IRH Gaming,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX1650
846.89,Lenovo ideapad L340-15IRH Gaming,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX1650
248.99,Lenovo Ideapad S145-15AST,AMD A6-9225,1557,8 GB,256 GB SSD,"15.6""",
239.34,Lenovo Ideapad S145-15AST,AMD A6-9225,1557,8 GB,256 GB SSD,"15.6"" Reacondicionado",
349.0,Lenovo Ideapad S145-15AST,AMD A6-9225,1557,8 GB,256GB SSD,"15.6""",
305.54,Lenovo Ideapad S145-15AST,AMD A6-9225,1557,8 GB,256GB SSD,"15.6"" Reacondicionado",
429.99,Lenovo Ideapad S145-15AST,AMD A9-9425,1505,8 GB,512GB SSD,"15.6""",
386.64,Lenovo Ideapad S145-15AST,AMD A9-9425,1505,8 GB,512GB SSD,"15.6"" Reacondicionado",
499.0,Lenovo IdeaPad S145-15IIL,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6""",
470.24,Lenovo IdeaPad S145-15IIL,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6"" Reacondicionado",
636.19,Lenovo IdeaPad S145-15IIL,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6"" Reacondicionado",
599.0,Lenovo IdeaPad S145-15IIL,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6""",
564.39,Lenovo IdeaPad S145-15IIL,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6"" Reacondicionado",
376.04,Lenovo IdeaPad S145-15IKB,Intel Core i3-7020U,1167,8 GB,512GB SSD,"15.6"" Reacondicionado",
360.64,Lenovo Ideapad S145-15IWL,Intel Core i3-8145,"[[912, 'Intel Core i3-8145U'], [567, 'Intel Core i3-8100']]",8 GB,128GB SSD,"15.6"" Reacondicionado",
386.69,Lenovo IdeaPad S145-15IWL,Intel Core i3-8145U,912,8 GB,256GB SSD,"15.6"" Reacondicionado",
649.0,Lenovo IdeaPad S145-15IWL,Intel Core i5-8265U,548,8 GB,512GB SSD,"15.6""",
564.39,Lenovo IdeaPad S145-15IWL,Intel Core i5-8265U,548,8 GB,512GB SSD,"15.6"" Reacondicionado",
529.0,Lenovo IdeaPad S145-15IWL,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
649.0,Lenovo Ideapad S145-15IWL,Intel Core i5-8265U,548,8 GB,512GB SSD,"15.6""",
679.0,Lenovo Ideapad S145-15IWL,Intel Core i7-8565,"[[508, 'Intel Core i7-8565U'], [512, 'Intel Core i7-8665U']]",8 GB,512GB SSD,"15.6""",
648.29,Lenovo Ideapad S145-15IWL,Intel Core i7-8565,"[[508, 'Intel Core i7-8565U'], [512, 'Intel Core i7-8665U']]",8 GB,512GB SSD,"15.6"" Reacondicionado",
586.49,Lenovo Ideapad S145-15IWL,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6"" Reacondicionado",
539.64,Lenovo Ideapad S340-14API,AMD Ryzen 5 3500U,454,8 GB,512GB SSD,"14"" Reacondicionado",
386.69,Lenovo IdeaPad S340-15API,AMD Ryzen 3 3200U,857,4 GB,128GB SSD,"15.6"" Reacondicionado",
999.0,Lenovo Legion Y530-15ICH,Intel Core i5-8300H,414,8 GB,1 TB,"15.6""",GTX 1050
1399.0,Lenovo Legion Y530-15ICH,Intel Core i7-8750H,274,16 GB,1TB + 256GB SSD,"15.6""",GTX1050
1399.0,Lenovo Legion Y530-15ICH,Intel Core i7-8750H,274,16 GB,1TB + 256GB SSD,"15.6""",GTX1060
1188.79,Lenovo Legion Y530-15ICH,Intel Core i7-8750H,274,16 GB,1TB + 256GB SSD,"15.6"" Reacondicionado",GTX1060
1745.59,Lenovo Legion Y540-15IRH,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",RTX 2060
1249.0,Lenovo Legion Y540-15IRH,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"15.6""",GTX1650
1281.89,Lenovo Legion Y540-15IRH,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"15.6"" Reacondicionado",RTX 2060
1297.59,Lenovo Legion Y540-15IRH-PG0,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"15.6""",GTX1650
844.69,Lenovo Legion Y540-15IRH-PG0,Intel Core i7-9750H,229,8 GB,512GB SSD,"15.6"" Reacondicionado",GTX1650
1113.64,Lenovo Legion Y540-17IRH,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"17.3"" Reacondicionado",GTX1650
1399.0,Lenovo Legion Y540-17IRH,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3""",GTX 1660Ti
1299.0,Lenovo Legion Y540-17IRH,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3""",GTX1650
1349.0,Lenovo Legion Y540-17IRH-PG0,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"17.3""",GTX1650
1178.94,Lenovo Legion Y540-17IRH-PG0,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"17.3"" Reacondicionado",GTX1650
1499.0,Lenovo Legion Y730-15ICH,Intel Core i7-8750H,274,16 GB,1TB + 256GB SSD,"15.6""",GTX 1050 Ti
1127.6,Lenovo MIIX 520-12IKB BE,Intel Core i5-8250U,572,8 GB,256GB SSD,12.2? Táctil,
779.0,Lenovo Miix 720-12IKB,Intel Core i5-7200U,991,8 GB,256GB,"12"" Táctil",
946.6,Lenovo ThinkBook 13s-IWL,Intel Core i5-8265U,548,8 GB,512GB SSD,"13.3""",
898.99,Lenovo ThinkPad E490,Intel Core i5-8265U,548,8 GB,512GB SSD,"14""",
1014.59,Lenovo ThinkPad E590,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",
838.59,Lenovo ThinkPad L380,Intel Core i3-8130U,904,8 GB,256GB SSD,"13.3""",
1140.59,Lenovo ThinkPad L380,Intel Core i7-8550U,590,8 GB,512GB SSD,"13.3""",
722.59,Lenovo ThinkPad L390,Intel Core i3-8145U,912,8 GB,256GB SSD,"13.3""",
921.58,Lenovo ThinkPad L390,Intel Core i7-8565U,508,8 GB,256GB SSD,"13.3""",
873.09,Lenovo ThinkPad L390,Intel Core i7-8565U,508,8 GB,256GB SSD,"13.3"" Reacondicionado",
1020.54,Lenovo ThinkPad L490,Intel Core i7-8565U,508,8 GB,256GB SSD,"14"" Reacondicionado",
691.59,Lenovo ThinkPad L580,Intel Core i5-8250U,572,8 GB,500GB,"15.6""",
622.64,Lenovo ThinkPad L580,Intel Core i5-8250U,572,8 GB,500GB,"15.6"" Reacondicionado",
1132.58,Lenovo ThinkPad L580,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",
1627.58,Lenovo ThinkPad P51 20HH,Intel Core i7-7700HQ,479,8 GB,256GB SSD,"15.6""",Quadro M1200M
2032.59,Lenovo ThinkPad P52s,Intel Core i7-8750H,274,8 GB,256GB SSD,"15.6""",Quadro P1000
1157.58,Lenovo ThinkPad T480,Intel Core i5-8250U,572,8 GB,256GB SSD,"14""",
1792.59,Lenovo ThinkPad T480,Intel Core i7-8550U,590,16 GB,512GB SSD,"14""",
1664.59,Lenovo ThinkPad T480s,Intel Core i7-8550U,590,8 GB,256GB SSD,"14""",
1495.58,Lenovo ThinkPad T490s,Intel Core i5-8265U,548,8 GB,256GB SSD,"14""",
999.0,Lenovo ThinkPad T495,AMD Ryzen 5 PRO 3500U,417,8 GB,256GB SSD,"14""",
1404.59,Lenovo ThinkPad T495,AMD Ryzen 7 PRO 3700U,435,16 GB,512GB SSD,"14""",
1040.59,Lenovo ThinkPad T580,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",
2032.59,Lenovo ThinkPad X1 Carbon,Intel Core i7-8550U,590,8 GB,512GB SSD,"14""",
1285.59,Lenovo ThinkPad X380 Yoga,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3"" Táctil",
1399.58,Lenovo ThinkPad X380 Yoga,Intel Core i5-8250U,572,8 GB,256GB SSD,"13.3"" Táctil 4G Plata",
1451.59,Lenovo ThinkPad X380 Yoga,Intel Core i7-8550U,590,8 GB,256GB SSD,"13.3"" Táctil 4G Plata",
999.0,Lenovo ThinkPad X395,AMD Ryzen 5 PRO 3500U,417,8 GB,256GB SSD,"13.3""",
366.59,Lenovo V110,AMD A9-9410,1543,4 GB,500GB,"15.6""",
218.59,Lenovo V130,Intel Celeron N4000,1531,4 GB,500GB,"15.6""",
565.59,Lenovo V130,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",Radeon 530
390.6,Lenovo V130-14IKB,Intel Core i3-7020U,1167,4 GB,500GB,"14""",
397.59,Lenovo V130-14IKB,Intel Core i3-7020U,1167,8 GB,256GB SSD,"14"" Reacondicionado",
213.59,Lenovo V130-15IGM,Intel Celeron N4100,1163,4 GB,256GB SSD,"15.6"" Reacondicionado",
343.59,Lenovo V130-15IKB,Intel Core i3-6006U,1245,4 GB,500GB,"15.6""",
318.99,Lenovo V130-15IKB,Intel Core i3-6006U,1245,4 GB,500GB,"15.6"" Reacondicionado",
369.0,Lenovo V130-15IKB,Intel Core i3-6006U,1245,8 GB,256GB SSD,"15.6""",
342.6,Lenovo V130-15IKB,Intel Core i3-7020U,1167,4 GB,256 GB SSD,"15.6""",
360.0,Lenovo V130-15IKB,Intel Core i3-7020U,1167,8 GB,256 GB SSD,"15.6""",
362.64,Lenovo V130-15IKB,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
380.04,Lenovo V130-15IKB,Intel Core i3-7200U,"[[991, 'Intel Core i5-7200U'], [1109, 'Intel Core i3-7100U']]",8 GB,256 GB SSD,"15.6"" Reacondicionado",Radeon 530
439.0,Lenovo V130-15IKB,Intel Core i5-7200U,991,8 GB,256 GB SSD,"15.6""",
499.0,Lenovo V130-15IKB,Intel Core i5-7200U,991,8 GB,256GB SSD,"15.6""",Radeon 530
474.54,Lenovo V130-15IKB,Intel Core i5-7200U,991,8 GB,256GB SSD,"15.6"" Reacondicionado",Radeon 530
503.99,Lenovo V130-15IKB,Intel Core i5-7200U,991,8 GB,256GBSSD,"15.6"" Reacondicionado",
490.59,Lenovo V130-15IKB,Intel Core i5-7200U,991,8 GB,256SSD,"15.6""",
605.59,Lenovo V130-15IKB,Intel Core i5-7200U,991,8 GB,512 GB SSD,"15.6""",
588.59,Lenovo V130-15IKB,Intel Core i5-7200U,991,8 GB,512GB SSD,"15.6""",
529.0,Lenovo V130-15IKB,Intel Core i5-8250U,572,8 GB,256GB SSD,"15.6""",
608.59,Lenovo V130-15IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"15.6""",
540.24,Lenovo V130-15IKB,Intel Core i5-8250U,572,8 GB,512GB SSD,"15.6"" Reacondicionado",
575.94,Lenovo V130-15IKB,Intel Core i7-7500U,937,8 GB,256GB SSD,"15.6"" Reacondicionado",
248.99,Lenovo V130-15IKB,Intel Pentium 4417U,1238,4 GB,256GB SSD,"15.6""",
259.0,Lenovo V130-15IKB,Intel Pentium 4417U,1238,8 GB,256 GB SSD,"15.6""",
